User_ID,Age,Gender,Location,Income,Interests,Last_Login_Days_Ago,Purchase_Frequency,Average_Order_Value,Total_Spending,Product_Category_Preference,Time_Spent_on_Site_Minutes,Pages_Viewed,Newsletter_Subscription,weighted_aov,r_score,f_score,m_score,rfm_score,value_proxy_score,segment_name,segment_name_cn,business_role,action_priority
#DEMO0016,52.0,Female,Urban,322487.0,Lifestyle,2.0,10.0,1853.29,18532.9,Apparel,54.0,58.0,TRUE,1853.29,5,4,4,13,76.22,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0017,49.0,Female,Urban,216969.0,Lifestyle,1.0,11.0,2118.76,23306.35,Apparel,77.0,63.0,TRUE,2118.76,5,4,5,14,87.85,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0018,49.0,Female,Suburban,334615.0,Lifestyle,4.0,10.0,1603.99,16039.93,Apparel,87.0,44.0,TRUE,1603.99,4,4,4,12,68.84,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0019,53.0,Female,Suburban,211137.0,Lifestyle,5.0,11.0,2030.59,22336.48,Apparel,60.0,36.0,TRUE,2030.59,4,4,5,13,82.58,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0020,52.0,Female,Suburban,180938.0,Lifestyle,4.0,15.0,1656.75,24851.26,Apparel,55.0,29.0,TRUE,1656.75,4,5,5,14,86.76,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0021,49.0,Female,Suburban,273176.0,Fashion,1.0,14.0,1667.51,23345.11,Apparel,58.0,28.0,TRUE,1667.51,5,5,5,15,87.05,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0022,50.0,Female,Urban,186341.0,Luxury,2.0,14.0,1331.3,18638.23,Apparel,77.0,37.0,TRUE,1331.3,5,5,4,14,75.37,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0023,50.0,Female,Urban,183901.0,Luxury,2.0,10.0,2230.38,22303.84,Apparel,59.0,55.0,TRUE,2230.38,5,4,5,14,84.2,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0024,49.0,Female,Suburban,187947.0,Luxury,1.0,9.0,2066.96,18602.63,Apparel,61.0,36.0,TRUE,2066.96,5,3,4,12,77.15,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0025,52.0,Female,Urban,213257.0,Luxury,4.0,11.0,1349.08,14839.89,Apparel,63.0,40.0,TRUE,1349.08,4,4,4,12,65.6,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0026,52.0,Female,Urban,330092.0,Luxury,2.0,15.0,1342.62,20139.35,Apparel,82.0,44.0,TRUE,1342.62,5,5,5,15,78.56,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0027,53.0,Female,Urban,201921.0,Lifestyle,4.0,11.0,1321.59,14537.45,Apparel,57.0,45.0,TRUE,1321.59,4,4,4,12,64.76,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0028,53.0,Female,Suburban,237798.0,Lifestyle,1.0,9.0,2136.76,19230.85,Apparel,55.0,50.0,TRUE,2136.76,5,3,4,12,78.63,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0029,50.0,Female,Suburban,245273.0,Fashion,4.0,15.0,2243.8,33656.93,Apparel,78.0,68.0,TRUE,2243.8,4,5,5,14,96.21,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0030,53.0,Female,Urban,221444.0,Fashion,5.0,15.0,1465.64,21984.64,Apparel,79.0,64.0,TRUE,1465.64,4,5,5,14,80.55,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0031,50.0,Female,Suburban,247048.0,Fashion,4.0,14.0,1960.54,27447.54,Apparel,53.0,69.0,TRUE,1960.54,4,5,5,14,90.96,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0032,53.0,Female,Urban,253077.0,Fashion,2.0,12.0,2246.13,26953.51,Apparel,58.0,64.0,TRUE,2246.13,5,5,5,15,92.28,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0033,52.0,Female,Suburban,273826.0,Lifestyle,4.0,10.0,1889.66,18896.65,Apparel,64.0,25.0,TRUE,1889.67,4,4,4,12,75.37,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0034,49.0,Female,Suburban,333198.0,Fashion,2.0,11.0,2252.26,24774.9,Apparel,86.0,59.0,TRUE,2252.26,5,4,5,14,89.14,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0035,52.0,Female,Suburban,197855.0,Lifestyle,5.0,15.0,1541.95,23129.21,Apparel,51.0,65.0,TRUE,1541.95,4,5,5,14,83.17,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0036,52.0,Female,Suburban,199522.0,Fashion,2.0,10.0,2107.23,21072.35,Apparel,72.0,66.0,TRUE,2107.23,5,4,5,14,82.02,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0037,51.0,Female,Suburban,220751.0,Luxury,4.0,12.0,2179.65,26155.74,Apparel,65.0,28.0,TRUE,2179.64,4,5,5,14,89.62,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0038,51.0,Female,Urban,211294.0,Fashion,4.0,15.0,1704.64,25569.61,Apparel,76.0,59.0,TRUE,1704.64,4,5,5,14,87.85,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0039,51.0,Female,Suburban,350225.0,Luxury,2.0,10.0,2289.33,22893.27,Apparel,89.0,74.0,TRUE,2289.33,5,4,5,14,85.36,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0040,49.0,Female,Suburban,246293.0,Lifestyle,3.0,11.0,1742.85,19171.33,Apparel,55.0,61.0,TRUE,1742.85,5,4,4,13,77.18,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0041,53.0,Female,Suburban,251842.0,Lifestyle,4.0,13.0,1323.33,17203.27,Apparel,66.0,40.0,TRUE,1323.33,4,5,4,13,70.44,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0042,50.0,Female,Urban,355935.0,Fashion,5.0,15.0,2220.27,33304.11,Apparel,63.0,26.0,TRUE,2220.27,4,5,5,14,95.14,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0043,52.0,Female,Suburban,296259.0,Fashion,5.0,9.0,1932.39,17391.51,Apparel,96.0,72.0,TRUE,1932.39,4,3,4,11,70.8,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#DEMO0044,53.0,Female,Urban,265259.0,Fashion,4.0,11.0,1881.14,20692.55,Apparel,62.0,75.0,TRUE,1881.14,4,4,5,13,79.56,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0045,49.0,Female,Urban,222722.0,Luxury,2.0,13.0,1684.72,21901.35,Apparel,100.0,26.0,TRUE,1684.72,5,5,5,15,83.52,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0046,52.0,Female,Suburban,293881.0,Luxury,1.0,9.0,1798.61,16187.51,Apparel,80.0,66.0,TRUE,1798.61,5,3,4,12,71.59,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0047,49.0,Female,Urban,224557.0,Fashion,5.0,13.0,2023.73,26308.44,Apparel,100.0,61.0,TRUE,2023.73,4,5,5,14,88.99,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0048,49.0,Female,Suburban,274134.0,Luxury,5.0,15.0,1564.47,23466.98,Apparel,50.0,72.0,TRUE,1564.47,4,5,5,14,83.82,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0049,50.0,Female,Suburban,277481.0,Lifestyle,1.0,14.0,2013.89,28194.46,Apparel,78.0,28.0,TRUE,2013.89,5,5,5,15,94.52,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0050,51.0,Female,Urban,182904.0,Luxury,4.0,14.0,1402.77,19638.73,Apparel,48.0,62.0,TRUE,1402.77,4,5,4,13,76.42,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0051,49.0,Female,Suburban,302681.0,Lifestyle,2.0,13.0,2049.41,26642.37,Apparel,51.0,28.0,TRUE,2049.41,5,5,5,15,91.92,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0052,52.0,Female,Urban,187416.0,Fashion,4.0,15.0,1810.36,27155.43,Apparel,50.0,71.0,TRUE,1810.36,4,5,5,14,90.08,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0053,52.0,Female,Suburban,253235.0,Fashion,2.0,12.0,1995.65,23947.84,Apparel,66.0,29.0,TRUE,1995.65,5,5,5,15,88.24,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0054,53.0,Female,Urban,296961.0,Fashion,5.0,11.0,1367.15,15038.7,Apparel,76.0,52.0,TRUE,1367.15,4,4,4,12,65.6,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0055,52.0,Female,Urban,283785.0,Lifestyle,5.0,12.0,2078.15,24937.86,Apparel,93.0,57.0,TRUE,2078.16,4,5,5,14,87.5,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0056,53.0,Female,Suburban,285528.0,Fashion,1.0,15.0,1721.95,25829.24,Apparel,68.0,53.0,TRUE,1721.95,5,5,5,15,90.82,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0057,51.0,Female,Urban,185247.0,Fashion,3.0,11.0,1351.83,14870.18,Apparel,84.0,52.0,TRUE,1351.83,5,4,4,13,66.59,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0058,52.0,Female,Urban,281551.0,Fashion,3.0,13.0,1750.23,22752.95,Apparel,85.0,31.0,TRUE,1750.23,5,5,5,15,84.56,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0059,52.0,Female,Urban,192299.0,Lifestyle,3.0,9.0,1659.36,14934.2,Apparel,66.0,37.0,TRUE,1659.36,5,3,4,12,66.95,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0060,51.0,Female,Urban,258272.0,Luxury,3.0,9.0,1813.13,16318.16,Apparel,76.0,42.0,TRUE,1813.13,5,3,4,12,70.35,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0061,53.0,Female,Suburban,187105.0,Luxury,5.0,9.0,1706.21,15355.93,Apparel,92.0,65.0,TRUE,1706.21,4,3,4,11,66.2,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#DEMO0062,53.0,Female,Urban,276570.0,Fashion,5.0,15.0,1332.67,19990.11,Apparel,85.0,32.0,TRUE,1332.67,4,5,5,14,75.74,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0063,51.0,Female,Urban,201261.0,Fashion,3.0,11.0,1314.44,14458.87,Apparel,73.0,48.0,TRUE,1314.44,5,4,4,13,65.35,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0064,53.0,Female,Suburban,323475.0,Luxury,3.0,11.0,1780.08,19580.89,Apparel,55.0,73.0,TRUE,1780.08,5,4,4,13,78.13,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0065,51.0,Female,Urban,195593.0,Fashion,4.0,11.0,1689.19,18581.14,Apparel,99.0,58.0,TRUE,1689.19,4,4,4,12,74.73,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0066,50.0,Female,Urban,250929.0,Fashion,2.0,14.0,1507.92,21110.94,Apparel,61.0,41.0,TRUE,1507.92,5,5,5,15,82.0,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0067,53.0,Female,Suburban,311327.0,Lifestyle,2.0,9.0,1894.83,17053.5,Apparel,79.0,36.0,TRUE,1894.83,5,3,4,12,72.84,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0068,53.0,Female,Suburban,357917.0,Lifestyle,2.0,9.0,1365.35,12288.18,Apparel,63.0,39.0,TRUE,1365.35,5,3,4,12,59.97,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0069,51.0,Female,Urban,221726.0,Luxury,5.0,13.0,2008.35,26108.52,Apparel,82.0,38.0,TRUE,2008.35,4,5,5,14,88.61,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0070,51.0,Female,Urban,190800.0,Luxury,2.0,15.0,1325.74,19886.06,Apparel,97.0,57.0,TRUE,1325.74,5,5,5,15,78.05,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0071,51.0,Female,Suburban,299177.0,Luxury,2.0,10.0,1618.55,16185.48,Apparel,64.0,41.0,TRUE,1618.55,5,4,4,13,70.92,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0072,51.0,Female,Urban,355488.0,Lifestyle,2.0,15.0,1368.72,20530.74,Apparel,67.0,44.0,TRUE,1368.72,5,5,5,15,79.51,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0073,53.0,Female,Suburban,325670.0,Lifestyle,3.0,10.0,2189.9,21899.04,Apparel,56.0,54.0,TRUE,2189.9,5,4,5,14,82.35,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0074,53.0,Female,Urban,211419.0,Lifestyle,2.0,12.0,1978.0,23736.05,Apparel,77.0,25.0,TRUE,1978.0,5,5,5,15,87.92,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0075,50.0,Female,Suburban,264428.0,Fashion,4.0,9.0,1465.08,13185.76,Apparel,65.0,40.0,TRUE,1465.08,4,3,4,11,61.44,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#DEMO0076,49.0,Female,Suburban,277341.0,Luxury,1.0,9.0,2157.34,19416.08,Apparel,92.0,36.0,TRUE,2157.34,5,3,4,12,79.09,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0077,49.0,Female,Suburban,346552.0,Lifestyle,5.0,12.0,2188.28,26259.4,Apparel,52.0,55.0,TRUE,2188.28,4,5,5,14,88.92,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0078,53.0,Female,Suburban,196985.0,Luxury,3.0,15.0,2196.89,32953.4,Apparel,81.0,66.0,TRUE,2196.89,5,5,5,15,96.53,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0079,51.0,Female,Suburban,300140.0,Lifestyle,2.0,13.0,1788.13,23245.63,Apparel,84.0,74.0,TRUE,1788.13,5,5,5,15,86.48,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0080,52.0,Female,Urban,349005.0,Luxury,4.0,11.0,1607.36,17680.93,Apparel,78.0,27.0,TRUE,1607.36,4,4,4,12,72.85,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0081,49.0,Female,Suburban,186753.0,Luxury,1.0,14.0,1953.7,27351.75,Apparel,71.0,33.0,TRUE,1953.7,5,5,5,15,93.37,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0082,53.0,Female,Urban,356004.0,Lifestyle,3.0,15.0,1300.12,19501.74,Apparel,46.0,36.0,TRUE,1300.12,5,5,4,14,76.08,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0083,52.0,Female,Urban,202597.0,Lifestyle,4.0,10.0,1708.7,17087.03,Apparel,76.0,68.0,TRUE,1708.7,4,4,4,12,70.91,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0084,49.0,Female,Urban,204154.0,Fashion,1.0,12.0,1389.79,16677.49,Apparel,61.0,49.0,TRUE,1389.79,5,5,4,14,72.69,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0085,52.0,Female,Urban,260558.0,Luxury,1.0,10.0,1392.18,13921.84,Apparel,97.0,72.0,TRUE,1392.18,5,4,4,13,65.86,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0086,50.0,Female,Suburban,259878.0,Luxury,2.0,10.0,1433.92,14339.19,Apparel,66.0,73.0,TRUE,1433.92,5,4,4,13,66.33,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0087,53.0,Female,Urban,253439.0,Fashion,5.0,13.0,1816.47,23614.11,Apparel,66.0,25.0,TRUE,1816.47,4,5,5,14,84.73,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0088,51.0,Female,Suburban,359122.0,Fashion,4.0,10.0,2107.05,21070.55,Apparel,86.0,52.0,TRUE,2107.05,4,4,5,13,80.11,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0089,51.0,Female,Urban,350582.0,Fashion,5.0,11.0,1828.03,20108.34,Apparel,67.0,48.0,TRUE,1828.03,4,4,5,13,77.68,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0090,52.0,Female,Urban,265261.0,Lifestyle,3.0,10.0,1797.64,17976.42,Apparel,67.0,68.0,TRUE,1797.64,5,4,4,13,73.86,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0091,49.0,Female,Suburban,355834.0,Lifestyle,2.0,11.0,1815.04,19965.42,Apparel,60.0,43.0,TRUE,1815.04,5,4,5,14,80.04,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0092,52.0,Female,Suburban,220126.0,Luxury,3.0,12.0,2066.59,24799.06,Apparel,67.0,47.0,TRUE,2066.59,5,5,5,15,88.78,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0093,52.0,Female,Suburban,328858.0,Lifestyle,5.0,10.0,2239.19,22391.94,Apparel,95.0,26.0,TRUE,2239.19,4,4,5,13,81.82,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0094,51.0,Female,Urban,240921.0,Fashion,3.0,12.0,1654.69,19856.31,Apparel,75.0,62.0,TRUE,1654.69,5,5,5,15,78.64,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0095,50.0,Female,Suburban,245769.0,Fashion,3.0,15.0,2020.36,30305.44,Apparel,88.0,55.0,TRUE,2020.36,5,5,5,15,94.46,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0096,51.0,Female,Suburban,250399.0,Luxury,3.0,11.0,1919.71,21116.81,Apparel,87.0,51.0,TRUE,1919.71,5,4,5,14,81.5,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0097,52.0,Female,Urban,321898.0,Fashion,2.0,11.0,1800.51,19805.66,Apparel,64.0,59.0,TRUE,1800.51,5,4,5,14,79.61,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0098,52.0,Female,Suburban,282931.0,Lifestyle,4.0,14.0,2206.41,30889.74,Apparel,83.0,39.0,TRUE,2206.41,4,5,5,14,94.14,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0099,52.0,Female,Urban,186520.0,Luxury,3.0,9.0,1741.7,15675.32,Apparel,81.0,59.0,TRUE,1741.7,5,3,4,12,68.56,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0100,50.0,Female,Suburban,265888.0,Lifestyle,3.0,13.0,1604.3,20855.94,Apparel,82.0,55.0,TRUE,1604.3,5,5,5,15,80.57,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0101,51.0,Female,Urban,333487.0,Lifestyle,3.0,15.0,1410.45,21156.72,Apparel,69.0,26.0,TRUE,1410.45,5,5,5,15,80.37,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0102,53.0,Female,Urban,231728.0,Fashion,2.0,10.0,2243.55,22435.48,Apparel,77.0,63.0,TRUE,2243.55,5,4,5,14,84.51,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0103,49.0,Female,Suburban,260212.0,Fashion,5.0,11.0,1740.36,19143.97,Apparel,71.0,59.0,TRUE,1740.36,4,4,4,12,75.41,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0104,52.0,Female,Urban,199742.0,Luxury,5.0,13.0,2228.07,28964.97,Apparel,86.0,69.0,TRUE,2228.07,4,5,5,14,91.74,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0105,53.0,Female,Urban,238618.0,Luxury,5.0,14.0,1383.23,19365.18,Apparel,47.0,53.0,TRUE,1383.23,4,5,4,13,74.82,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0106,50.0,Female,Suburban,213997.0,Lifestyle,5.0,14.0,2265.19,31712.72,Apparel,70.0,36.0,TRUE,2265.19,4,5,5,14,94.07,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0107,53.0,Female,Urban,219201.0,Lifestyle,3.0,15.0,2148.27,32224.03,Apparel,72.0,53.0,TRUE,2148.27,5,5,5,15,96.25,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0108,53.0,Female,Urban,220124.0,Lifestyle,1.0,15.0,1834.99,27524.84,Apparel,81.0,33.0,TRUE,1834.99,5,5,5,15,93.47,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0109,53.0,Female,Suburban,232434.0,Lifestyle,3.0,13.0,1822.68,23694.84,Apparel,96.0,28.0,TRUE,1822.68,5,5,5,15,86.63,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0110,51.0,Female,Suburban,341133.0,Fashion,2.0,10.0,1364.83,13648.26,Apparel,46.0,57.0,TRUE,1364.83,5,4,4,13,63.88,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0111,50.0,Female,Urban,349428.0,Lifestyle,1.0,12.0,1828.14,21937.67,Apparel,68.0,57.0,TRUE,1828.14,5,5,5,15,84.89,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0112,51.0,Female,Urban,261893.0,Lifestyle,1.0,13.0,1713.77,22279.03,Apparel,92.0,25.0,TRUE,1713.77,5,5,5,15,85.16,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0113,52.0,Female,Suburban,203270.0,Lifestyle,3.0,11.0,1593.81,17531.87,Apparel,49.0,28.0,TRUE,1593.81,5,4,4,13,73.34,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0114,53.0,Female,Urban,281238.0,Fashion,5.0,15.0,1847.61,27714.08,Apparel,63.0,42.0,TRUE,1847.61,4,5,5,14,90.28,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0115,53.0,Female,Urban,204495.0,Luxury,3.0,15.0,1547.75,23216.23,Apparel,87.0,66.0,TRUE,1547.75,5,5,5,15,85.05,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0116,50.0,Female,Suburban,319774.0,Lifestyle,3.0,13.0,1476.5,19194.52,Apparel,66.0,38.0,TRUE,1476.5,5,5,4,14,77.06,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0117,51.0,Female,Suburban,301476.0,Fashion,3.0,9.0,2005.78,18052.06,Apparel,74.0,58.0,TRUE,2005.78,5,3,4,12,73.98,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0118,52.0,Female,Suburban,254722.0,Luxury,5.0,15.0,1566.95,23504.23,Apparel,49.0,55.0,TRUE,1566.95,4,5,5,14,83.9,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0119,53.0,Female,Urban,209791.0,Fashion,3.0,11.0,1458.02,16038.23,Apparel,95.0,25.0,TRUE,1458.02,5,4,4,13,69.91,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0120,52.0,Female,Urban,193737.0,Lifestyle,2.0,11.0,1732.92,19062.15,Apparel,68.0,63.0,TRUE,1732.92,5,4,4,13,77.87,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0121,52.0,Female,Suburban,328551.0,Lifestyle,5.0,9.0,1704.33,15338.99,Apparel,93.0,63.0,TRUE,1704.33,4,3,4,11,66.09,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#DEMO0122,49.0,Female,Suburban,317045.0,Fashion,4.0,12.0,1860.02,22320.18,Apparel,49.0,46.0,TRUE,1860.02,4,5,5,14,83.22,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0123,49.0,Female,Urban,291569.0,Luxury,4.0,13.0,2257.38,29345.9,Apparel,76.0,67.0,TRUE,2257.38,4,5,5,14,92.94,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0124,52.0,Female,Suburban,194207.0,Fashion,2.0,10.0,2285.62,22856.22,Apparel,49.0,71.0,TRUE,2285.62,5,4,5,14,85.21,High-value Customers,高价值用户,Core profit engine,Stabilize
