User_ID,Age,Gender,Location,Income,Interests,Last_Login_Days_Ago,Purchase_Frequency,Average_Order_Value,Total_Spending,Product_Category_Preference,Time_Spent_on_Site_Minutes,Pages_Viewed,Newsletter_Subscription
#DEMO0061,53,Female,Suburban,187105,Luxury,5,9,1706.21,15355.93,Apparel,92,65,TRUE
#DEMO0062,53,Female,Urban,276570,Fashion,5,15,1332.67,19990.11,Apparel,85,32,TRUE
#DEMO0063,51,Female,Urban,201261,Fashion,3,11,1314.44,14458.87,Apparel,73,48,TRUE
#DEMO0064,53,Female,Suburban,323475,Luxury,3,11,1780.08,19580.89,Apparel,55,73,TRUE
#DEMO0065,51,Female,Urban,195593,Fashion,4,11,1689.19,18581.14,Apparel,99,58,TRUE
#DEMO0066,50,Female,Urban,250929,Fashion,2,14,1507.92,21110.94,Apparel,61,41,TRUE
#DEMO0067,53,Female,Suburban,311327,Lifestyle,2,9,1894.83,17053.5,Apparel,79,36,TRUE
#DEMO0068,53,Female,Suburban,357917,Lifestyle,2,9,1365.35,12288.18,Apparel,63,39,TRUE
#DEMO0069,51,Female,Urban,221726,Luxury,5,13,2008.35,26108.52,Apparel,82,38,TRUE
#DEMO0070,51,Female,Urban,190800,Luxury,2,15,1325.74,19886.06,Apparel,97,57,TRUE
#DEMO0071,51,Female,Suburban,299177,Luxury,2,10,1618.55,16185.48,Apparel,64,41,TRUE
#DEMO0072,51,Female,Urban,355488,Lifestyle,2,15,1368.72,20530.74,Apparel,67,44,TRUE
#DEMO0073,53,Female,Suburban,325670,Lifestyle,3,10,2189.9,21899.04,Apparel,56,54,TRUE
#DEMO0074,53,Female,Urban,211419,Lifestyle,2,12,1978.0,23736.05,Apparel,77,25,TRUE
#DEMO0075,50,Female,Suburban,264428,Fashion,4,9,1465.08,13185.76,Apparel,65,40,TRUE
#DEMO0076,49,Female,Suburban,277341,Luxury,1,9,2157.34,19416.08,Apparel,92,36,TRUE
#DEMO0077,49,Female,Suburban,346552,Lifestyle,5,12,2188.28,26259.4,Apparel,52,55,TRUE
#DEMO0078,53,Female,Suburban,196985,Luxury,3,15,2196.89,32953.4,Apparel,81,66,TRUE
#DEMO0079,51,Female,Suburban,300140,Lifestyle,2,13,1788.13,23245.63,Apparel,84,74,TRUE
#DEMO0080,52,Female,Urban,349005,Luxury,4,11,1607.36,17680.93,Apparel,78,27,TRUE
#DEMO0081,49,Female,Suburban,186753,Luxury,1,14,1953.7,27351.75,Apparel,71,33,TRUE
#DEMO0082,53,Female,Urban,356004,Lifestyle,3,15,1300.12,19501.74,Apparel,46,36,TRUE
#DEMO0083,52,Female,Urban,202597,Lifestyle,4,10,1708.7,17087.03,Apparel,76,68,TRUE
#DEMO0084,49,Female,Urban,204154,Fashion,1,12,1389.79,16677.49,Apparel,61,49,TRUE
#DEMO0085,52,Female,Urban,260558,Luxury,1,10,1392.18,13921.84,Apparel,97,72,TRUE
#DEMO0086,50,Female,Suburban,259878,Luxury,2,10,1433.92,14339.19,Apparel,66,73,TRUE
#DEMO0087,53,Female,Urban,253439,Fashion,5,13,1816.47,23614.11,Apparel,66,25,TRUE
#DEMO0088,51,Female,Suburban,359122,Fashion,4,10,2107.05,21070.55,Apparel,86,52,TRUE
#DEMO0089,51,Female,Urban,350582,Fashion,5,11,1828.03,20108.34,Apparel,67,48,TRUE
#DEMO0090,52,Female,Urban,265261,Lifestyle,3,10,1797.64,17976.42,Apparel,67,68,TRUE
#DEMO0091,49,Female,Suburban,355834,Lifestyle,2,11,1815.04,19965.42,Apparel,60,43,TRUE
#DEMO0092,52,Female,Suburban,220126,Luxury,3,12,2066.59,24799.06,Apparel,67,47,TRUE
#DEMO0093,52,Female,Suburban,328858,Lifestyle,5,10,2239.19,22391.94,Apparel,95,26,TRUE
#DEMO0094,51,Female,Urban,240921,Fashion,3,12,1654.69,19856.31,Apparel,75,62,TRUE
#DEMO0095,50,Female,Suburban,245769,Fashion,3,15,2020.36,30305.44,Apparel,88,55,TRUE
#DEMO0096,51,Female,Suburban,250399,Luxury,3,11,1919.71,21116.81,Apparel,87,51,TRUE
#DEMO0097,52,Female,Urban,321898,Fashion,2,11,1800.51,19805.66,Apparel,64,59,TRUE
#DEMO0098,52,Female,Suburban,282931,Lifestyle,4,14,2206.41,30889.74,Apparel,83,39,TRUE
#DEMO0099,52,Female,Urban,186520,Luxury,3,9,1741.7,15675.32,Apparel,81,59,TRUE
#DEMO0100,50,Female,Suburban,265888,Lifestyle,3,13,1604.3,20855.94,Apparel,82,55,TRUE
#DEMO0101,51,Female,Urban,333487,Lifestyle,3,15,1410.45,21156.72,Apparel,69,26,TRUE
#DEMO0102,53,Female,Urban,231728,Fashion,2,10,2243.55,22435.48,Apparel,77,63,TRUE
#DEMO0103,49,Female,Suburban,260212,Fashion,5,11,1740.36,19143.97,Apparel,71,59,TRUE
#DEMO0104,52,Female,Urban,199742,Luxury,5,13,2228.07,28964.97,Apparel,86,69,TRUE
#DEMO0105,53,Female,Urban,238618,Luxury,5,14,1383.23,19365.18,Apparel,47,53,TRUE
#DEMO0106,50,Female,Suburban,213997,Lifestyle,5,14,2265.19,31712.72,Apparel,70,36,TRUE
#DEMO0107,53,Female,Urban,219201,Lifestyle,3,15,2148.27,32224.03,Apparel,72,53,TRUE
#DEMO0108,53,Female,Urban,220124,Lifestyle,1,15,1834.99,27524.84,Apparel,81,33,TRUE
#DEMO0109,53,Female,Suburban,232434,Lifestyle,3,13,1822.68,23694.84,Apparel,96,28,TRUE
#DEMO0110,51,Female,Suburban,341133,Fashion,2,10,1364.83,13648.26,Apparel,46,57,TRUE
#DEMO0111,50,Female,Urban,349428,Lifestyle,1,12,1828.14,21937.67,Apparel,68,57,TRUE
#DEMO0112,51,Female,Urban,261893,Lifestyle,1,13,1713.77,22279.03,Apparel,92,25,TRUE
#DEMO0113,52,Female,Suburban,203270,Lifestyle,3,11,1593.81,17531.87,Apparel,49,28,TRUE
#DEMO0114,53,Female,Urban,281238,Fashion,5,15,1847.61,27714.08,Apparel,63,42,TRUE
#DEMO0115,53,Female,Urban,204495,Luxury,3,15,1547.75,23216.23,Apparel,87,66,TRUE
#DEMO0116,50,Female,Suburban,319774,Lifestyle,3,13,1476.5,19194.52,Apparel,66,38,TRUE
#DEMO0117,51,Female,Suburban,301476,Fashion,3,9,2005.78,18052.06,Apparel,74,58,TRUE
#DEMO0118,52,Female,Suburban,254722,Luxury,5,15,1566.95,23504.23,Apparel,49,55,TRUE
#DEMO0119,53,Female,Urban,209791,Fashion,3,11,1458.02,16038.23,Apparel,95,25,TRUE
#DEMO0120,52,Female,Urban,193737,Lifestyle,2,11,1732.92,19062.15,Apparel,68,63,TRUE
#DEMO0121,52,Female,Suburban,328551,Lifestyle,5,9,1704.33,15338.99,Apparel,93,63,TRUE
#DEMO0122,49,Female,Suburban,317045,Fashion,4,12,1860.02,22320.18,Apparel,49,46,TRUE
#DEMO0123,49,Female,Urban,291569,Luxury,4,13,2257.38,29345.9,Apparel,76,67,TRUE
#DEMO0124,52,Female,Suburban,194207,Fashion,2,10,2285.62,22856.22,Apparel,49,71,TRUE
#DEMO0125,50,Female,Suburban,182723,Fashion,5,14,1809.03,25326.38,Apparel,63,39,TRUE
#DEMO0126,52,Female,Urban,357168,Fashion,1,15,2198.39,32975.87,Apparel,91,53,TRUE
#DEMO0127,49,Female,Urban,319241,Lifestyle,3,14,1378.59,19300.3,Apparel,57,32,TRUE
#DEMO0128,50,Female,Suburban,273141,Lifestyle,4,10,1720.35,17203.54,Apparel,45,54,TRUE
#DEMO0129,50,Female,Suburban,236635,Fashion,2,9,2248.19,20233.7,Apparel,50,53,TRUE
#DEMO0130,49,Female,Urban,270913,Fashion,5,13,1653.31,21493.09,Apparel,87,55,TRUE
#DEMO0131,51,Female,Urban,339192,Fashion,5,9,1708.55,15376.96,Apparel,96,75,TRUE
#DEMO0132,53,Female,Suburban,325807,Fashion,3,13,1355.54,17622.08,Apparel,50,72,TRUE
#DEMO0133,50,Female,Suburban,340302,Lifestyle,5,13,1514.26,19685.39,Apparel,99,41,TRUE
#DEMO0134,53,Female,Suburban,253858,Luxury,5,13,1412.28,18359.68,Apparel,77,34,TRUE
#DEMO0135,50,Female,Urban,267110,Lifestyle,1,10,1905.85,19058.54,Apparel,58,54,TRUE
#DEMO0136,51,Female,Urban,263060,Fashion,5,13,1391.01,18083.1,Apparel,64,42,TRUE
#DEMO0137,51,Female,Suburban,316235,Lifestyle,4,10,1597.55,15975.54,Apparel,87,56,TRUE
#DEMO0138,49,Female,Urban,270731,Lifestyle,3,14,1782.52,24955.25,Apparel,83,74,TRUE
#DEMO0139,50,Female,Suburban,288347,Fashion,1,13,1669.05,21697.71,Apparel,94,42,TRUE
#DEMO0140,50,Female,Suburban,210910,Luxury,1,14,1908.0,26711.99,Apparel,72,50,TRUE
#DEMO0141,50,Female,Urban,204653,Luxury,3,11,1518.55,16704.04,Apparel,63,73,TRUE
#DEMO0142,51,Female,Urban,288953,Lifestyle,4,10,2076.44,20764.36,Apparel,71,60,TRUE
#DEMO0143,53,Female,Urban,306714,Lifestyle,4,13,1324.26,17215.33,Apparel,52,68,TRUE
#DEMO0144,52,Female,Suburban,198090,Luxury,2,14,1928.75,27002.43,Apparel,79,55,TRUE
#DEMO0145,53,Female,Suburban,340843,Lifestyle,1,15,1805.68,27085.27,Apparel,87,63,TRUE
#DEMO0146,51,Female,Urban,327427,Luxury,2,9,1602.16,14419.44,Apparel,60,62,TRUE
#DEMO0147,52,Female,Urban,184828,Luxury,5,12,1514.85,18178.16,Apparel,48,32,TRUE
#DEMO0148,51,Female,Suburban,279819,Luxury,1,11,1506.4,16570.44,Apparel,100,70,TRUE
#DEMO0149,50,Female,Urban,184717,Luxury,5,10,1466.0,14659.96,Apparel,93,58,TRUE
#DEMO0150,49,Female,Suburban,181091,Luxury,3,12,1942.79,23313.47,Apparel,95,34,TRUE
#DEMO0151,50,Female,Suburban,198536,Luxury,3,15,1403.47,21052.11,Apparel,90,56,TRUE
#DEMO0152,49,Female,Urban,338721,Fashion,3,15,1397.47,20962.12,Apparel,93,68,TRUE
#DEMO0153,49,Female,Suburban,234264,Lifestyle,5,11,1591.76,17509.37,Apparel,76,52,TRUE
#DEMO0154,52,Female,Suburban,241780,Luxury,5,12,1493.94,17927.29,Apparel,45,38,TRUE
#DEMO0155,50,Female,Urban,308878,Fashion,4,14,1592.87,22300.23,Apparel,86,31,TRUE
#DEMO0156,53,Female,Urban,286065,Luxury,5,11,2147.84,23626.21,Apparel,62,58,TRUE
#DEMO0157,50,Female,Suburban,221984,Luxury,1,12,1502.01,18024.07,Apparel,94,65,TRUE
#DEMO0158,52,Female,Suburban,283133,Lifestyle,2,9,2024.31,18218.83,Apparel,90,25,TRUE
#DEMO0159,49,Female,Urban,259385,Lifestyle,4,15,2223.84,33357.58,Apparel,48,39,TRUE
#DEMO0160,52,Female,Urban,191906,Fashion,5,12,2003.89,24046.67,Apparel,55,45,TRUE
#DEMO0161,50,Female,Suburban,201340,Fashion,3,9,2070.98,18638.82,Apparel,72,46,TRUE
#DEMO0162,51,Female,Suburban,203019,Fashion,5,11,2042.39,22466.25,Apparel,98,35,TRUE
#DEMO0163,51,Female,Urban,234931,Fashion,2,13,1476.85,19199.05,Apparel,87,48,TRUE
#DEMO0164,50,Female,Suburban,199362,Fashion,1,13,1564.76,20341.88,Apparel,95,60,TRUE
#DEMO0165,52,Female,Suburban,245868,Fashion,1,15,1993.15,29897.24,Apparel,70,68,TRUE
#DEMO0166,50,Female,Urban,236384,Fashion,1,15,1823.68,27355.19,Apparel,56,73,TRUE
#DEMO0167,52,Female,Urban,231281,Lifestyle,5,14,1944.28,27219.93,Apparel,91,35,TRUE
#DEMO0168,52,Female,Suburban,281050,Lifestyle,5,12,1446.9,17362.77,Apparel,75,31,TRUE
#DEMO0169,50,Female,Suburban,243410,Fashion,2,14,1675.79,23461.08,Apparel,99,28,TRUE
#DEMO0170,50,Female,Suburban,291010,Luxury,2,13,1674.92,21774.01,Apparel,71,34,TRUE
#DEMO0171,53,Female,Urban,283915,Luxury,1,13,1377.18,17903.35,Apparel,68,34,TRUE
#DEMO0172,51,Female,Suburban,279964,Luxury,1,10,1371.17,13711.66,Apparel,64,54,TRUE
#DEMO0173,53,Female,Urban,247129,Fashion,2,15,1672.57,25088.62,Apparel,90,68,TRUE
#DEMO0174,49,Female,Suburban,208601,Lifestyle,1,14,2263.69,31691.6,Apparel,72,34,TRUE
#DEMO0175,51,Female,Suburban,203742,Fashion,5,11,1979.53,21774.86,Apparel,94,28,TRUE
#DEMO0176,53,Female,Urban,325180,Lifestyle,4,10,2294.17,22941.71,Apparel,47,61,TRUE
#DEMO0177,53,Female,Urban,313682,Lifestyle,3,14,2194.63,30724.79,Apparel,64,44,TRUE
#DEMO0178,52,Female,Urban,281653,Lifestyle,4,15,2131.75,31976.26,Apparel,63,58,TRUE
#DEMO0179,49,Female,Suburban,329324,Fashion,3,13,1308.92,17016.01,Apparel,58,31,TRUE
#DEMO0180,52,Female,Urban,226387,Lifestyle,5,13,1668.01,21684.16,Apparel,60,59,TRUE
#DEMO0181,52,Female,Urban,359486,Lifestyle,3,12,1435.38,17224.57,Apparel,90,70,TRUE
#DEMO0182,52,Female,Suburban,239553,Lifestyle,3,11,2012.23,22134.51,Apparel,74,38,TRUE
#DEMO0183,53,Female,Suburban,349667,Luxury,2,10,1935.56,19355.63,Apparel,74,32,TRUE
#DEMO0184,50,Female,Urban,198934,Lifestyle,5,13,1597.52,20767.82,Apparel,72,53,TRUE
#DEMO0185,52,Female,Suburban,335162,Fashion,1,13,1361.52,17699.78,Apparel,46,44,TRUE
#DEMO0186,52,Female,Suburban,259174,Fashion,3,11,1384.58,15230.43,Apparel,87,35,TRUE
#DEMO0187,52,Female,Urban,198039,Lifestyle,1,10,1305.59,13055.87,Apparel,91,71,TRUE
#DEMO0188,52,Female,Urban,190031,Fashion,4,12,1960.58,23526.94,Apparel,72,67,TRUE
#DEMO0189,50,Female,Suburban,355633,Lifestyle,3,13,1694.3,22025.86,Apparel,46,39,TRUE
#DEMO0190,53,Female,Suburban,269629,Fashion,2,13,1711.4,22248.18,Apparel,98,49,TRUE
#DEMO0191,50,Female,Urban,280214,Luxury,3,11,2059.92,22659.14,Apparel,45,59,TRUE
#DEMO0192,53,Female,Urban,284522,Luxury,1,13,1750.62,22758.03,Apparel,87,40,TRUE
#DEMO0193,51,Female,Urban,203999,Fashion,1,13,1458.73,18963.46,Apparel,85,53,TRUE
#DEMO0194,53,Female,Urban,199653,Lifestyle,1,9,2139.08,19251.7,Apparel,92,56,TRUE
#DEMO0195,51,Female,Suburban,264020,Lifestyle,2,11,1682.53,18507.84,Apparel,71,43,TRUE
#DEMO0196,50,Female,Urban,243510,Luxury,1,11,1364.67,15011.41,Apparel,89,33,TRUE
#DEMO0197,51,Female,Urban,254476,Fashion,1,15,1545.93,23188.99,Apparel,55,54,TRUE
#DEMO0198,53,Female,Urban,202019,Fashion,1,14,1386.68,19413.51,Apparel,83,37,TRUE
#DEMO0199,53,Female,Urban,301307,Luxury,2,12,2272.41,27268.92,Apparel,76,49,TRUE
#DEMO0200,53,Female,Urban,189103,Lifestyle,1,13,1703.84,22149.94,Apparel,78,28,TRUE
#DEMO0201,49,Female,Suburban,323788,Luxury,2,10,1777.42,17774.21,Apparel,85,47,TRUE
#DEMO0202,49,Female,Urban,207759,Lifestyle,1,10,2174.57,21745.75,Apparel,82,35,TRUE
#DEMO0203,51,Female,Urban,332757,Luxury,5,11,2150.64,23657.09,Apparel,62,67,TRUE
#DEMO0204,51,Female,Urban,288633,Lifestyle,2,14,1491.51,20881.09,Apparel,70,45,TRUE
#DEMO0205,52,Female,Urban,280144,Lifestyle,3,11,2087.64,22964.02,Apparel,54,47,TRUE
#DEMO0206,53,Female,Suburban,307024,Fashion,3,14,2250.23,31503.21,Apparel,62,60,TRUE
#DEMO0207,53,Female,Urban,261650,Fashion,2,12,2127.98,25535.71,Apparel,80,36,TRUE
#DEMO0208,50,Female,Suburban,197221,Luxury,5,12,2061.28,24735.38,Apparel,46,55,TRUE
#DEMO0209,52,Female,Suburban,276851,Fashion,3,10,1807.73,18077.28,Apparel,55,27,TRUE
#DEMO0210,53,Female,Suburban,275125,Luxury,4,13,1870.78,24320.19,Apparel,100,71,TRUE
#DEMO0211,52,Female,Urban,221237,Fashion,4,11,2259.11,24850.18,Apparel,85,74,TRUE
#DEMO0212,52,Female,Urban,322474,Lifestyle,2,10,1676.52,16765.19,Apparel,54,43,TRUE
#DEMO0213,50,Female,Urban,250513,Lifestyle,5,14,1866.75,26134.5,Apparel,85,66,TRUE
#DEMO0214,51,Female,Urban,235567,Fashion,5,11,1535.78,16893.54,Apparel,90,64,TRUE
#DEMO0215,49,Female,Suburban,356207,Fashion,5,12,1456.22,17474.63,Apparel,64,36,TRUE
#DEMO0216,49,Female,Urban,345918,Lifestyle,4,15,1365.49,20482.31,Apparel,89,40,TRUE
#DEMO0217,50,Female,Suburban,314487,Fashion,1,10,1461.07,14610.66,Apparel,63,68,TRUE
#DEMO0218,52,Female,Urban,306874,Lifestyle,3,11,1891.89,20810.76,Apparel,76,40,TRUE
#DEMO0219,52,Female,Suburban,312672,Luxury,2,12,1543.64,18523.7,Apparel,80,30,TRUE
#DEMO0220,49,Female,Suburban,338463,Fashion,1,13,1866.09,24259.23,Apparel,58,51,TRUE
#DEMO0221,51,Female,Urban,323304,Luxury,1,14,2234.53,31283.45,Apparel,61,29,TRUE
#DEMO0222,50,Female,Urban,339449,Luxury,2,13,1471.17,19125.27,Apparel,61,38,TRUE
#DEMO0223,49,Female,Urban,262576,Luxury,4,12,1578.18,18938.13,Apparel,61,34,TRUE
#DEMO0224,53,Female,Urban,279699,Fashion,4,10,2015.72,20157.16,Apparel,89,64,TRUE
#DEMO0225,49,Female,Suburban,290606,Lifestyle,4,15,2002.14,30032.05,Apparel,98,70,TRUE
#DEMO0226,50,Female,Urban,297577,Fashion,2,9,2011.59,18104.33,Apparel,62,68,TRUE
#DEMO0227,49,Female,Suburban,287660,Luxury,2,10,1972.67,19726.69,Apparel,51,48,TRUE
#DEMO0228,51,Female,Urban,342598,Lifestyle,3,12,2062.13,24745.6,Apparel,72,39,TRUE
#DEMO0229,51,Female,Urban,284954,Luxury,3,12,1793.03,21516.34,Apparel,64,52,TRUE
#DEMO0230,50,Female,Suburban,297982,Fashion,5,12,2158.59,25903.07,Apparel,75,40,TRUE
#DEMO0231,53,Female,Suburban,241402,Lifestyle,4,15,1713.79,25706.89,Apparel,64,60,TRUE
#DEMO0232,51,Female,Urban,303649,Luxury,2,12,1458.34,17500.08,Apparel,95,55,TRUE
#DEMO0233,52,Female,Urban,356692,Fashion,3,10,2066.92,20669.17,Apparel,65,26,TRUE
#DEMO0234,52,Female,Urban,213020,Luxury,1,9,2051.73,18465.55,Apparel,69,57,TRUE
#DEMO0235,52,Female,Urban,240539,Fashion,1,12,1538.27,18459.29,Apparel,69,68,TRUE
#DEMO0236,51,Female,Suburban,184154,Fashion,5,11,2163.28,23796.08,Apparel,74,70,TRUE
#DEMO0237,51,Female,Suburban,266965,Fashion,2,9,1374.66,12371.95,Apparel,47,38,TRUE
#DEMO0238,53,Female,Suburban,240562,Luxury,3,12,1355.74,16268.88,Apparel,72,62,TRUE
#DEMO0239,53,Female,Urban,265297,Luxury,1,14,2103.22,29445.09,Apparel,74,48,TRUE
#DEMO0240,52,Female,Urban,254948,Luxury,2,14,1997.83,27969.68,Apparel,54,61,TRUE
#DEMO0241,50,Female,Urban,278083,Lifestyle,3,13,1532.57,19923.4,Apparel,99,72,TRUE
#DEMO0242,51,Female,Suburban,269460,Luxury,5,10,1621.11,16211.06,Apparel,45,70,TRUE
#DEMO0243,51,Female,Suburban,187225,Luxury,5,11,2065.51,22720.64,Apparel,90,57,TRUE
#DEMO0244,51,Female,Urban,258168,Luxury,3,12,1356.57,16278.79,Apparel,72,49,TRUE
#DEMO0245,53,Female,Suburban,269025,Luxury,2,13,2186.45,28423.82,Apparel,56,30,TRUE
#DEMO0246,53,Female,Suburban,245441,Lifestyle,1,9,1963.03,17667.25,Apparel,98,53,TRUE
#DEMO0247,50,Female,Suburban,289754,Luxury,4,14,1778.65,24901.1,Apparel,94,28,TRUE
#DEMO0248,49,Female,Urban,338821,Lifestyle,4,14,1949.38,27291.38,Apparel,79,56,TRUE
